0.100,4907.9725133
0.200,5533.3488412
0.300,5922.6788241
0.400,6209.7128028
0.500,6438.6317334
0.600,6629.7949243
0.700,6794.3427759
0.800,6939.0625458
0.900,7068.4077358
1.000,7185.4642598
1.100,7292.4617826
1.200,7391.0656476
1.300,7482.5537096
1.400,7567.9286760
1.500,7647.9923315
1.600,7723.3962182
1.700,7794.6772217
1.800,7862.2831679
1.900,7926.5916255
2.000,7987.9239756
2.100,8046.5561117
2.200,8102.7266988
2.300,8156.6436311
2.400,8208.4891419
2.500,8258.4238903
2.600,8306.5902626
2.700,8353.1150621
2.800,8398.1117201
2.900,8441.6821256
3.000,8483.9181521
3.100,8524.9029378
3.200,8564.7119679
3.300,8603.4139923
3.400,8641.0718103
3.500,8677.7429428
3.600,8713.4802125
3.700,8748.3322458
3.800,8782.3439090
3.900,8815.5566894
