0.010,-4.1918065
0.110,-2.0091482
0.210,-1.4205628
0.310,-1.0660567
0.410,-0.8115676
0.510,-0.6129046
0.610,-0.4499279
0.710,-0.3117481
0.810,-0.1918065
0.910,-0.0858453
1.010,0.0090572
1.110,0.0949926
1.210,0.1735101
1.310,0.2457893
1.410,0.3127488
1.510,0.3751184
1.610,0.4334870
1.710,0.4883373
1.810,0.5400694
1.910,0.5890188
2.010,0.6354696
2.110,0.6796647
2.210,0.7218129
2.310,0.7620955
2.410,0.8006708
2.510,0.8376775
2.610,0.8732382
2.710,0.9074618
2.810,0.9404450
2.910,0.9722748
3.010,1.0030291
3.110,1.0327781
3.210,1.0615856
3.310,1.0895092
3.410,1.1166016
3.510,1.1429110
3.610,1.1684812
3.710,1.1933526
3.810,1.2175626
3.910,1.2411452
