0.010,-4.6051702
0.110,-2.2072749
0.210,-1.5606477
0.310,-1.1711830
0.410,-0.8915981
0.510,-0.6733446
0.610,-0.4942963
0.710,-0.3424903
0.810,-0.2107210
0.910,-0.0943107
1.010,0.0099503
1.110,0.1043600
1.210,0.1906204
1.310,0.2700271
1.410,0.3435897
1.510,0.4121097
1.610,0.4762342
1.710,0.5364934
1.810,0.5933268
1.910,0.6471032
2.010,0.6981347
2.110,0.7466879
2.210,0.7929925
2.310,0.8372475
2.410,0.8796267
2.510,0.9202828
2.610,0.9593502
2.710,0.9969486
2.810,1.0331845
2.910,1.0681531
3.010,1.1019401
3.110,1.1346227
3.210,1.1662709
3.310,1.1969482
3.410,1.2267123
3.510,1.2556160
3.610,1.2837078
3.710,1.3110319
3.810,1.3376292
3.910,1.3635374
